Type de changement	 Fichier non corrigé	 Fichier corrigé	 Mots du fichier non corrigé remplacés dans le fichier corrigé	 Mots remplaçants dans le fichier corrigé	
equal 	   EN_non_corr_lg_9.csv[0:13]	 EN_corr_lg_9.csv[0:13]	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']
replace	   EN_non_corr_lg_9.csv[1982:1984]	 EN_corr_lg_9.csv[1876:1879]	 ['O', '"& tranfmis']	 ['"O lire', 'lustre prince"', '"& transmis']
equal 	   EN_non_corr_lg_9.csv[1984:1985]	 EN_corr_lg_9.csv[1879:1880]	 ['Tome II"']	 ['Tome II"']
delete	   EN_non_corr_lg_9.csv[1985:1986]	 EN_corr_lg_9.csv[1880:1880]	 ['ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[1986:1987]	 EN_corr_lg_9.csv[1880:1881]	 ['"Confùcius\xa0:']	 ['"Confùcius\xa0:']
replace	   EN_non_corr_lg_9.csv[1987:1989]	 EN_corr_lg_9.csv[1881:1882]	 ['«\xa0Dans toutes chofes"', 'LA GRANDE']	 ['«\xa0Dans toutes choses"']
equal 	   EN_non_corr_lg_9.csv[1989:1992]	 EN_corr_lg_9.csv[1882:1885]	 ['Confucius', 'difficile & de fi', '.que']	 ['Confucius', 'difficile & de fi', '.que']
replace	   EN_non_corr_lg_9.csv[1992:2000]	 EN_corr_lg_9.csv[1885:1888]	 ['infpirer', 'nge &', '"Dii', '40 LA GRANDE"', 'confidération', '"Se', 'bannifsent"', 'Tfun-tfée expliquoit']	 ['"Se les tribunaux', 'comme le premier &"', 'Fun-tfée']
equal 	   EN_non_corr_lg_9.csv[2000:2006]	 EN_corr_lg_9.csv[1888:1894]	 ['"Confucius', 'dit"', '"Diij', '41 1A GRANDE"', 'Confucius', 'GRANDI']	 ['"Confucius', 'dit"', '"Diij', '41 1A GRANDE"', 'Confucius', 'GRANDI']
delete	   EN_non_corr_lg_9.csv[2006:2010]	 EN_corr_lg_9.csv[1894:1894]	 ['34 1A GKAND’', 'fage fe', 'fincéritélaplus', 'ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2010:2011]	 EN_corr_lg_9.csv[1894:1895]	 ['LA GRANDE']	 ['LA GRANDE']
insert	   EN_non_corr_lg_9.csv[2011:2011]	 EN_corr_lg_9.csv[1895:1896]	       []	 ['enl']
equal 	   EN_non_corr_lg_9.csv[2011:2014]	 EN_corr_lg_9.csv[1896:1899]	 ['fes', 'fes', 'GRANDE']	 ['fes', 'fes', 'GRANDE']
delete	   EN_non_corr_lg_9.csv[2014:2019]	 EN_corr_lg_9.csv[1899:1899]	 ['fes expreffions', 'Le fage', 'fage', 'cefse', 'perfonne']	 []
equal 	   EN_non_corr_lg_9.csv[2019:2021]	 EN_corr_lg_9.csv[1899:1901]	 ['LA GRANDE', 'cre']	 ['LA GRANDE', 'cre']
delete	   EN_non_corr_lg_9.csv[2021:2023]	 EN_corr_lg_9.csv[1901:1901]	 ['foit', 'fes']	 []
equal 	   EN_non_corr_lg_9.csv[2023:2024]	 EN_corr_lg_9.csv[1901:1902]	 ['Confucius']	 ['Confucius']
replace	   EN_non_corr_lg_9.csv[2024:2025]	 EN_corr_lg_9.csv[1902:1903]	 ['Ainfi.auffitêt']	 ['Ainsi.suffitêt']
equal 	   EN_non_corr_lg_9.csv[2025:2027]	 EN_corr_lg_9.csv[1903:1905]	 ['pofseflîonducoeurde', 'Semblable']	 ['pofseflîonducoeurde', 'Semblable']
delete	   EN_non_corr_lg_9.csv[2027:2029]	 EN_corr_lg_9.csv[1905:1905]	 ['fes', 'fon']	 []
equal 	   EN_non_corr_lg_9.csv[2029:2030]	 EN_corr_lg_9.csv[1905:1906]	 ['fon aine']	 ['fon aine']
delete	   EN_non_corr_lg_9.csv[2030:2031]	 EN_corr_lg_9.csv[1906:1906]	 ['& fon corps']	 []
equal 	   EN_non_corr_lg_9.csv[2031:2032]	 EN_corr_lg_9.csv[1906:1907]	 ['1A GRANDE']	 ['1A GRANDE']
delete	   EN_non_corr_lg_9.csv[2032:2033]	 EN_corr_lg_9.csv[1907:1907]	 ['Ainli']	 []
equal 	   EN_non_corr_lg_9.csv[2033:2035]	 EN_corr_lg_9.csv[1907:1909]	 ['Confucius', 'Confucius']	 ['Confucius', 'Confucius']
delete	   EN_non_corr_lg_9.csv[2035:2036]	 EN_corr_lg_9.csv[1909:1909]	 ['laraifon']	 []
equal 	   EN_non_corr_lg_9.csv[2036:2037]	 EN_corr_lg_9.csv[1909:1910]	 ['Tome II']	 ['Tome II']
replace	   EN_non_corr_lg_9.csv[2037:2044]	 EN_corr_lg_9.csv[1910:1914]	 ['ainfi', 'LAGRANDE', 'Lorfque', '"& tout', 'eft"', 'défordre', 'fes moeurs']	 ['LAGRANGE', 'déordre', '"Cij', '1 LA GRANDE"']
equal 	   EN_non_corr_lg_9.csv[2044:2045]	 EN_corr_lg_9.csv[1914:1915]	 ['Confucius']	 ['Confucius']
delete	   EN_non_corr_lg_9.csv[2045:2047]	 EN_corr_lg_9.csv[1915:1915]	 ['"fes moeurs & fa', 'conduite"']	 []
equal 	   EN_non_corr_lg_9.csv[2047:2049]	 EN_corr_lg_9.csv[1915:1917]	 ['& non félon', 'LA GRANDE']	 ['& non félon', 'LA GRANDE']
replace	   EN_non_corr_lg_9.csv[2049:2052]	 EN_corr_lg_9.csv[1917:1919]	 ['"& non la raifon,"', 'E', 'IA GRANDE']	 ['"E ii', '54"']
equal 	   EN_non_corr_lg_9.csv[2052:2053]	 EN_corr_lg_9.csv[1919:1920]	 ['Confucius']	 ['Confucius']
delete	   EN_non_corr_lg_9.csv[2053:2055]	 EN_corr_lg_9.csv[1920:1920]	 ['fa maifon', 'difeipline']	 []
equal 	   EN_non_corr_lg_9.csv[2055:2057]	 EN_corr_lg_9.csv[1920:1922]	 ['LA GRANDE', 'fage']	 ['LA GRANDE', 'fage']
delete	   EN_non_corr_lg_9.csv[2057:2059]	 EN_corr_lg_9.csv[1922:1922]	 ['"fon palais', 'j"']	 []
equal 	   EN_non_corr_lg_9.csv[2059:2060]	 EN_corr_lg_9.csv[1922:1923]	 ['j6 LA-GRANDE']	 ['j6 LA-GRANDE']
replace	   EN_non_corr_lg_9.csv[2060:2062]	 EN_corr_lg_9.csv[1923:1924]	 ['Jeurs', 'infhuifant fon']	 ['"Ven-vam, infhuifant"']
equal 	   EN_non_corr_lg_9.csv[2062:2063]	 EN_corr_lg_9.csv[1924:1925]	 ['Ayez']	 ['Ayez']
delete	   EN_non_corr_lg_9.csv[2063:2075]	 EN_corr_lg_9.csv[1925:1925]	 ['fes', 'pourrok', 'fi', 'eit', '"& devient', 'la plus puifsante"', 'fes', 'aulfitôt', 'fes', 'fon', 'Ainfi', 'pafser']	 []
equal 	   EN_non_corr_lg_9.csv[2075:2076]	 EN_corr_lg_9.csv[1925:1926]	 ['LA GRANDE']	 ['LA GRANDE']
replace	   EN_non_corr_lg_9.csv[2076:2080]	 EN_corr_lg_9.csv[1926:1928]	 ['difcorde &', '"Y-a-o Se', 'Chun"', 'fon']	 ['Y-', 'Chun']
equal 	   EN_non_corr_lg_9.csv[2080:2082]	 EN_corr_lg_9.csv[1928:1930]	 ['GRANDE', 'Kié & Tchcou']	 ['GRANDE', 'Kié & Tchcou']
delete	   EN_non_corr_lg_9.csv[2082:2084]	 EN_corr_lg_9.csv[1930:1930]	 ['renverfa', 'fes fujets']	 []
equal 	   EN_non_corr_lg_9.csv[2084:2087]	 EN_corr_lg_9.csv[1930:1933]	 ['fes', 'Confucius', 'Ven-vam']	 ['fes', 'Confucius', 'Ven-vam']
replace	   EN_non_corr_lg_9.csv[2087:2088]	 EN_corr_lg_9.csv[1933:1935]	 ['Tome IL F']	 ['"Tome IL A', '6%"']
equal 	   EN_non_corr_lg_9.csv[2088:2091]	 EN_corr_lg_9.csv[1935:1938]	 ['LA GRANDE', '"fleurs & de verdure\xa0;', '«\xa0ils"']	 ['LA GRANDE', '"fleurs & de verdure\xa0;', '«\xa0ils"']
replace	   EN_non_corr_lg_9.csv[2091:2095]	 EN_corr_lg_9.csv[1938:1941]	 ['fembk', 'infpire', 'Se l’ordre', 'IA GRANDE']	 ['"Se l’ordre de', ',"', 'LA GRANDE SCIENCE']
equal 	   EN_non_corr_lg_9.csv[2095:2097]	 EN_corr_lg_9.csv[1941:1943]	 ['Chi', 'O']	 ['Chi', 'O']
delete	   EN_non_corr_lg_9.csv[2097:2099]	 EN_corr_lg_9.csv[1943:1943]	 ['fon', 'ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2099:2101]	 EN_corr_lg_9.csv[1943:1945]	 ['F', 'Publiez &']	 ['F', 'Publiez &']
replace	   EN_non_corr_lg_9.csv[2101:2110]	 EN_corr_lg_9.csv[1945:1946]	 ['fes', '"fes', 'aînés\xa0"', 'fes', 'fes frères', 'ainfi', 'fes', 'fes devoirs', 'GRANDE S C I E N']	 ['GRANDE S C D E N']
equal 	   EN_non_corr_lg_9.csv[2110:2115]	 EN_corr_lg_9.csv[1946:1951]	 ['"& l’harmonie', 'que l’on a établiedans fon royaume"', 'Confucius', 'Un roi', 'Confucius']	 ['"& l’harmonie', 'que l’on a établiedans fon royaume"', 'Confucius', 'Un roi', 'Confucius']
replace	   EN_non_corr_lg_9.csv[2115:2130]	 EN_corr_lg_9.csv[1951:1957]	 ['fes fupérieurs', 'avuTitôt', 'JLA GRANDE', 'connoifsant le refpeâ', 'fes frères', 'auffitôt', 'fes fujets', '"&', 'naifsent"', 'IA GRANDE', '"connoître', '&"', 'fentiments', 'verroit', 'fon royaume']	 ['Se à la mère', 'LA GRANDE', 'suffitôt', '8 1A GRANDE', 'Esprit', 'LA GRANDE']
equal 	   EN_non_corr_lg_9.csv[2130:2132]	 EN_corr_lg_9.csv[1957:1959]	 ['Chi-king', 'Pair']	 ['Chi-king', 'Pair']
delete	   EN_non_corr_lg_9.csv[2132:2135]	 EN_corr_lg_9.csv[1959:1959]	 ['fes', 'fon peuple', 'ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2135:2139]	 EN_corr_lg_9.csv[1959:1963]	 ['pofsede', 'LA GRANDE', 'Y-n', 'Voyez les montagnes du midi']	 ['pofsede', 'LA GRANDE', 'Y-n', 'Voyez les montagnes du midi']
replace	   EN_non_corr_lg_9.csv[2139:2140]	 EN_corr_lg_9.csv[1963:1966]	 ['Chi - king']	 ['éleé', 'GRANDE', 'Ch - king']
equal 	   EN_non_corr_lg_9.csv[2140:2141]	 EN_corr_lg_9.csv[1966:1967]	 ['Chen-kum']	 ['Chen-kum']
delete	   EN_non_corr_lg_9.csv[2141:2142]	 EN_corr_lg_9.csv[1967:1967]	 ['ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2142:2145]	 EN_corr_lg_9.csv[1967:1970]	 ['Chi-vam', 'fon', 'ÊA GRANDE']	 ['Chi-vam', 'fon', 'ÊA GRANDE']
replace	   EN_non_corr_lg_9.csv[2145:2146]	 EN_corr_lg_9.csv[1970:1971]	  ['Y-n']	 ['S-n']
equal 	   EN_non_corr_lg_9.csv[2146:2147]	 EN_corr_lg_9.csv[1971:1972]	 ['"néfflifferent de Cuivre\'la droite']	 ['"néfflifferent de Cuivre\'la droite']
replace	   EN_non_corr_lg_9.csv[2147:2148]	 EN_corr_lg_9.csv[1972:1973]	 ['raiCon"']	 ['raiSon &"']
equal 	   EN_non_corr_lg_9.csv[2148:2150]	 EN_corr_lg_9.csv[1973:1975]	 ['Ayez', 'Y-']	 ['Ayez', 'Y-']
insert	   EN_non_corr_lg_9.csv[2150:2150]	 EN_corr_lg_9.csv[1975:1977]	       []	 ['"Tome IL A', '74"']
equal 	   EN_non_corr_lg_9.csv[2150:2151]	 EN_corr_lg_9.csv[1977:1978]	    ['K']	 ['K']
replace	   EN_non_corr_lg_9.csv[2151:2152]	 EN_corr_lg_9.csv[1978:1979]	 ['pofsede fes états']	 ['éleé &']
equal 	   EN_non_corr_lg_9.csv[2152:2154]	 EN_corr_lg_9.csv[1979:1981]	 ['"&', 'LA GRANDE"']	 ['"&', 'LA GRANDE"']
delete	   EN_non_corr_lg_9.csv[2154:2156]	 EN_corr_lg_9.csv[1981:1981]	 ['fon royaume', 'ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2156:2159]	 EN_corr_lg_9.csv[1981:1984]	 ['"G ij', 'j6"', 'LA GRANDE']	 ['"G ij', 'j6"', 'LA GRANDE']
replace	   EN_non_corr_lg_9.csv[2159:2163]	 EN_corr_lg_9.csv[1984:1985]	 ['fes', 'amafser', 'fes', 'difcorde']	 ['ainî']
equal 	   EN_non_corr_lg_9.csv[2163:2166]	 EN_corr_lg_9.csv[1985:1988]	 ['"Se à leur', 'patrie"', 'LA GRANDE']	 ['"Se à leur', 'patrie"', 'LA GRANDE']
delete	   EN_non_corr_lg_9.csv[2166:2170]	 EN_corr_lg_9.csv[1988:1988]	 ['fes richefses', '& fe', 'ainfi', 'fes richeffes.']	 []
equal 	   EN_non_corr_lg_9.csv[2170:2174]	 EN_corr_lg_9.csv[1988:1992]	 ['G', 'fc', '"Yan-fun-', 'LA GRANDE"']	 ['G', 'fc', '"Yan-fun-', 'LA GRANDE"']
replace	   EN_non_corr_lg_9.csv[2174:2176]	 EN_corr_lg_9.csv[1992:1999]	 ['ambafsade', 'royaume de Kanfi']	 ['royaume de Kanji', 'Kanji', '"prix U', 'de la vertu"', 'fectures &', '"& porte', 'la désolation"']
equal 	   EN_non_corr_lg_9.csv[2176:2177]	 EN_corr_lg_9.csv[1999:2000]	 ['LA GRANDE']	 ['LA GRANDE']
delete	   EN_non_corr_lg_9.csv[2177:2185]	 EN_corr_lg_9.csv[2000:2000]	 ['fon', 'prix U', 'effetj', '"& porte', 'la défolatidn"', 'IA GRANDE', 'Ton', 'lefquels']	 []
equal 	   EN_non_corr_lg_9.csv[2185:2186]	 EN_corr_lg_9.csv[2000:2001]	 ['Si LA GRANDE']	 ['Si LA GRANDE']
replace	   EN_non_corr_lg_9.csv[2186:2188]	 EN_corr_lg_9.csv[2001:2004]	 ['"Mongkong', 'fe propofoit"']	 ['Tel', '"Hongkong', 'fe"']
equal 	   EN_non_corr_lg_9.csv[2188:2189]	 EN_corr_lg_9.csv[2004:2005]	 ['Sing-kang']	 ['Sing-kang']
replace	   EN_non_corr_lg_9.csv[2189:2193]	 EN_corr_lg_9.csv[2005:2007]	 ['Suppofons', 'XA G1AKD1', 'miniftre eft', 'fîr &']	 ['pays de Cin', 'LA G1AND1']
equal 	   EN_non_corr_lg_9.csv[2193:2194]	 EN_corr_lg_9.csv[2007:2008]	 ['& mon royaume']	 ['& mon royaume']
delete	   EN_non_corr_lg_9.csv[2194:2195]	 EN_corr_lg_9.csv[2008:2008]	 ['Suppofons']	 []
equal 	   EN_non_corr_lg_9.csv[2195:2199]	 EN_corr_lg_9.csv[2008:2012]	 ['S4 LA GRANDE', 'travcrfcr', 'LA GRANDE', '.de']	 ['S4 LA GRANDE', 'travcrfcr', 'LA GRANDE', '.de']
delete	   EN_non_corr_lg_9.csv[2199:2201]	 EN_corr_lg_9.csv[2012:2012]	 ['"fes états & de', 'l’empire"']	 []
equal 	   EN_non_corr_lg_9.csv[2201:2202]	 EN_corr_lg_9.csv[2012:2013]	 ['"Confucius']	 ['"Confucius']
replace	   EN_non_corr_lg_9.csv[2202:2204]	 EN_corr_lg_9.csv[2013:2014]	 ['Tome IL H"', 'j ufte']	 ['Tome IL A"']
equal 	   EN_non_corr_lg_9.csv[2204:2205]	 EN_corr_lg_9.csv[2014:2015]	 ['LA GRANDE']	 ['LA GRANDE']
delete	   EN_non_corr_lg_9.csv[2205:2206]	 EN_corr_lg_9.csv[2015:2015]	 ['fon devoir']	 []
equal 	   EN_non_corr_lg_9.csv[2206:2208]	 EN_corr_lg_9.csv[2015:2017]	 ['Ieshommesfages&', '"Se qui en exclut les hommes']	 ['Ieshommesfages&', '"Se qui en exclut les hommes']
replace	   EN_non_corr_lg_9.csv[2208:2209]	 EN_corr_lg_9.csv[2017:2018]	 ['fag\xa0;"']	 ['nag\xa0;"']
equal 	   EN_non_corr_lg_9.csv[2209:2211]	 EN_corr_lg_9.csv[2018:2020]	 ['"Hii', '88 LA GRANDE"']	 ['"Hii', '88 LA GRANDE"']
delete	   EN_non_corr_lg_9.csv[2211:2216]	 EN_corr_lg_9.csv[2020:2020]	 ['ainfi', 'Jeur', 'fon empire', 'fuivre', 'raifon']	 []
equal 	   EN_non_corr_lg_9.csv[2216:2217]	 EN_corr_lg_9.csv[2020:2021]	 ['"j & on']	 ['"j & on']
replace	   EN_non_corr_lg_9.csv[2217:2220]	 EN_corr_lg_9.csv[2021:2025]	 ['le perd auflîtôt"', 'J.O LA GRANDE', 'fes finances']	 ['le perd aflîtôt"', 'fès', '"ii', 'J.O LA GRANDE"']
equal 	   EN_non_corr_lg_9.csv[2220:2222]	 EN_corr_lg_9.csv[2025:2027]	 ['IA GRANDE', 'I']	 ['IA GRANDE', 'I']
replace	   EN_non_corr_lg_9.csv[2222:2225]	 EN_corr_lg_9.csv[2027:2028]	 ['foit', 'foit zélé', 'foit']	 ['lélé']
equal 	   EN_non_corr_lg_9.csv[2225:2226]	 EN_corr_lg_9.csv[2028:2029]	 ['royaume de Lu']	 ['royaume de Lu']
delete	   EN_non_corr_lg_9.csv[2226:2227]	 EN_corr_lg_9.csv[2029:2029]	 ['mier miniftre']	 []
equal 	   EN_non_corr_lg_9.csv[2227:2230]	 EN_corr_lg_9.csv[2029:2032]	 ['"engraifser de', 't"', 'LA GRANDE']	 ['"engraifser de', 't"', 'LA GRANDE']
delete	   EN_non_corr_lg_9.csv[2230:2231]	 EN_corr_lg_9.csv[2032:2032]	 ['unbon prince']	 []
equal 	   EN_non_corr_lg_9.csv[2231:2232]	 EN_corr_lg_9.csv[2032:2033]	  ['Ton']	 ['Ton']
delete	   EN_non_corr_lg_9.csv[2232:2233]	 EN_corr_lg_9.csv[2033:2033]	  ['fes']	 []
equal 	   EN_non_corr_lg_9.csv[2233:2237]	 EN_corr_lg_9.csv[2033:2037]	 ['étoitainfi', 'Ton', '"Se', 'dont toute la politique"']	 ['étoitainfi', 'Ton', '"Se', 'dont toute la politique"']
replace	   EN_non_corr_lg_9.csv[2237:2239]	 EN_corr_lg_9.csv[2037:2038]	 ['confifter', 'defcendre']	 ['LA GRANDE']
equal 	   EN_non_corr_lg_9.csv[2239:2240]	 EN_corr_lg_9.csv[2038:2039]	 ['Scieur']	 ['Scieur']
delete	   EN_non_corr_lg_9.csv[2240:2241]	 EN_corr_lg_9.csv[2039:2039]	  ['fes']	 []
equal 	   EN_non_corr_lg_9.csv[2241:2242]	 EN_corr_lg_9.csv[2039:2040]	 ['JUSTE']	 ['JUSTE']
delete	   EN_non_corr_lg_9.csv[2242:2243]	 EN_corr_lg_9.csv[2040:2040]	  ['IEU']	 []
equal 	   EN_non_corr_lg_9.csv[2243:2246]	 EN_corr_lg_9.csv[2040:2043]	 ['Terne II', 'JUSTE', 'JUSTE']	 ['Terne II', 'JUSTE', 'JUSTE']
delete	   EN_non_corr_lg_9.csv[2246:2248]	 EN_corr_lg_9.csv[2043:2043]	 ['fes devoirs', 'cefse']	 []
equal 	   EN_non_corr_lg_9.csv[2248:2249]	 EN_corr_lg_9.csv[2043:2044]	   ['MI']	 ['MI']
delete	   EN_non_corr_lg_9.csv[2249:2250]	 EN_corr_lg_9.csv[2044:2044]	 ['fenfibles']	 []
equal 	   EN_non_corr_lg_9.csv[2250:2251]	 EN_corr_lg_9.csv[2044:2045]	   ['"&']	 ['"&']
replace	   EN_non_corr_lg_9.csv[2251:2252]	 EN_corr_lg_9.csv[2045:2046]	 ['riende fi fenfible"']	 ['rience fi sensible"']
equal 	   EN_non_corr_lg_9.csv[2252:2253]	 EN_corr_lg_9.csv[2046:2047]	 ['Le fage']	 ['Le fage']
replace	   EN_non_corr_lg_9.csv[2253:2257]	 EN_corr_lg_9.csv[2047:2048]	 ['"& prefqueimperceptibles', 'à leur naifsance, ne fe fortifient', 'par des progrès infenfibles"', '"Iiij']	 ['"Iii']
equal 	   EN_non_corr_lg_9.csv[2257:2260]	 EN_corr_lg_9.csv[2048:2051]	 ['IOI"', 'JUSTE', 'JUSTE']	 ['IOI"', 'JUSTE', 'JUSTE']
insert	   EN_non_corr_lg_9.csv[2260:2260]	 EN_corr_lg_9.csv[2051:2052]	       []	 ['fe']
equal 	   EN_non_corr_lg_9.csv[2260:2262]	 EN_corr_lg_9.csv[2052:2054]	 ['concorde', 'I04-']	 ['concorde', 'I04-']
delete	   EN_non_corr_lg_9.csv[2262:2266]	 EN_corr_lg_9.csv[2054:2054]	 ['fes facultés', 'eft ainfi', 'eft ainfi', 'Se dans la paix']	 []
equal 	   EN_non_corr_lg_9.csv[2266:2267]	 EN_corr_lg_9.csv[2054:2055]	 ['difoit Confucius']	 ['difoit Confucius']
delete	   EN_non_corr_lg_9.csv[2267:2269]	 EN_corr_lg_9.csv[2055:2055]	 ['Le fage', 'fon']	 []
equal 	   EN_non_corr_lg_9.csv[2269:2273]	 EN_corr_lg_9.csv[2055:2059]	 ['JUSTE', 'Tes', '"Se', 'le but"']	 ['JUSTE', 'Tes', '"Se', 'le but"']
delete	   EN_non_corr_lg_9.csv[2273:2275]	 EN_corr_lg_9.csv[2059:2059]	 ['jufte', 'preferit']	 []
equal 	   EN_non_corr_lg_9.csv[2275:2277]	 EN_corr_lg_9.csv[2059:2061]	 ['rie', 'Confucius']	 ['rie', 'Confucius']
replace	   EN_non_corr_lg_9.csv[2277:2279]	 EN_corr_lg_9.csv[2061:2062]	 ['fe', 'I06']	 ['R06 LE JUSTE']
equal 	   EN_non_corr_lg_9.csv[2279:2280]	 EN_corr_lg_9.csv[2062:2063]	 ['JUSTE']	 ['JUSTE']
delete	   EN_non_corr_lg_9.csv[2280:2289]	 EN_corr_lg_9.csv[2063:2063]	 ['jufte', 'JUSTE', 'ainfi', 'foit', 'perfonhe', 'fes', '"& qui réfléchifse', 'fur cette règle"', 'Ainfi']	 []
equal 	   EN_non_corr_lg_9.csv[2289:2291]	 EN_corr_lg_9.csv[2063:2065]	 ['I08', 'JUSTE']	 ['I08', 'JUSTE']
delete	   EN_non_corr_lg_9.csv[2291:2292]	 EN_corr_lg_9.csv[2065:2065]	 ['afsez']	 []
equal 	   EN_non_corr_lg_9.csv[2292:2293]	 EN_corr_lg_9.csv[2065:2066]	 ['Confucius']	 ['Confucius']
replace	   EN_non_corr_lg_9.csv[2293:2294]	 EN_corr_lg_9.csv[2066:2067]	 ['jufte']	 ['Jette']
equal 	   EN_non_corr_lg_9.csv[2294:2295]	 EN_corr_lg_9.csv[2067:2068]	 ['"Chun, & ditesmoi']	 ['"Chun, & ditesmoi']
replace	   EN_non_corr_lg_9.csv[2295:2296]	 EN_corr_lg_9.csv[2068:2069]	 ['s’il eft poflîble"']	 ['s’il est polîble de mieux"']
equal 	   EN_non_corr_lg_9.csv[2296:2297]	 EN_corr_lg_9.csv[2069:2070]	 ['louoit']	 ['louoit']
delete	   EN_non_corr_lg_9.csv[2297:2298]	 EN_corr_lg_9.csv[2070:2070]	 ['jufte']	 []
equal 	   EN_non_corr_lg_9.csv[2298:2299]	 EN_corr_lg_9.csv[2070:2071]	   ['"K']	 ['"K']
replace	   EN_non_corr_lg_9.csv[2299:2302]	 EN_corr_lg_9.csv[2071:2072]	 ['J-IÔ"', '"MllIB.U,', 'ment, toutes les opérations du gouvernement."']	 ['J"']
equal 	   EN_non_corr_lg_9.csv[2302:2304]	 EN_corr_lg_9.csv[2072:2074]	 ['"& voyez', 'fi"']	 ['"& voyez', 'fi"']
replace	   EN_non_corr_lg_9.csv[2304:2310]	 EN_corr_lg_9.csv[2074:2076]	 ['ainfi', 'femblables', '& fe', 'jufte', 'afsez', '"Kij']	 ['fo', '"Kin']
equal 	   EN_non_corr_lg_9.csv[2310:2312]	 EN_corr_lg_9.csv[2076:2078]	 ['III"', 'JUSTE']	 ['III"', 'JUSTE']
delete	   EN_non_corr_lg_9.csv[2312:2314]	 EN_corr_lg_9.csv[2078:2078]	 ['jufte', 'auffitôt']	 []
equal 	   EN_non_corr_lg_9.csv[2314:2315]	 EN_corr_lg_9.csv[2078:2079]	 ['Hoéi-tsée\xa0!']	 ['Hoéi-tsée\xa0!']
delete	   EN_non_corr_lg_9.csv[2315:2317]	 EN_corr_lg_9.csv[2079:2079]	 ['ainfi', 'fes']	 []
equal 	   EN_non_corr_lg_9.csv[2317:2318]	 EN_corr_lg_9.csv[2079:2080]	 ['JUSTE']	 ['JUSTE']
replace	   EN_non_corr_lg_9.csv[2318:2321]	 EN_corr_lg_9.csv[2080:2081]	 ['eftimoit', 'perfuadé', 'jufte']	 ['confucius']
equal 	   EN_non_corr_lg_9.csv[2321:2324]	 EN_corr_lg_9.csv[2081:2084]	 ['Confucius', 'JUSTE', 'JUSTE']	 ['Confucius', 'JUSTE', 'JUSTE']
delete	   EN_non_corr_lg_9.csv[2324:2325]	 EN_corr_lg_9.csv[2084:2084]	 ['afpirer']	 []
equal 	   EN_non_corr_lg_9.csv[2325:2328]	 EN_corr_lg_9.csv[2084:2087]	 ['I I 6', 'IOSÎE', '"Se']	 ['I I 6', 'IOSÎE', '"Se']
replace	   EN_non_corr_lg_9.csv[2328:2329]	 EN_corr_lg_9.csv[2087:2090]	 ['à mourir fans triftefse"']	 ['à mourir fans tristesse & fans regret.', 'Sur tous les points les peuples', 'du nord"']
equal 	   EN_non_corr_lg_9.csv[2329:2331]	 EN_corr_lg_9.csv[2090:2092]	 ['JUSTE', 'eil']	 ['JUSTE', 'eil']
replace	   EN_non_corr_lg_9.csv[2331:2333]	 EN_corr_lg_9.csv[2092:2093]	 ['Ainfi', 'fe']	 ['fage']
equal 	   EN_non_corr_lg_9.csv[2333:2334]	 EN_corr_lg_9.csv[2093:2094]	 ['Vivre']	 ['Vivre']
delete	   EN_non_corr_lg_9.csv[2334:2335]	 EN_corr_lg_9.csv[2094:2094]	  ['fes']	 []
equal 	   EN_non_corr_lg_9.csv[2335:2336]	 EN_corr_lg_9.csv[2094:2095]	 ['X I 8 LE JUSTE']	 ['X I 8 LE JUSTE']
delete	   EN_non_corr_lg_9.csv[2336:2339]	 EN_corr_lg_9.csv[2095:2095]	 ['"conferver fa', 'vertu"', 'jufte']	 []
equal 	   EN_non_corr_lg_9.csv[2339:2340]	 EN_corr_lg_9.csv[2095:2096]	 ['JUSTE']	 ['JUSTE']
delete	   EN_non_corr_lg_9.csv[2340:2346]	 EN_corr_lg_9.csv[2096:2096]	 ['jufte milieu', 'Ainfi', 'fage eft', '"JUSTS MIlIïtT.', 'fîecle"', 'immenfe']	 []
equal 	   EN_non_corr_lg_9.csv[2346:2347]	 EN_corr_lg_9.csv[2096:2097]	  ['obj']	 ['obj']
delete	   EN_non_corr_lg_9.csv[2347:2350]	 EN_corr_lg_9.csv[2097:2097]	 ['"& les fecrets', 'les plus cachés de la nature & de la', 'raifort"']	 []
equal 	   EN_non_corr_lg_9.csv[2350:2351]	 EN_corr_lg_9.csv[2097:2098]	 ['JUSTE']	 ['JUSTE']
replace	   EN_non_corr_lg_9.csv[2351:2356]	 EN_corr_lg_9.csv[2098:2100]	 ['Ainfî', 'jufte', 'jufte', 'fuivre &', 'jufte']	 ['"III', 'Infî"']
